id_pedido,data,hora,dia_semana,loja,categoria_loja,produto,complexidade_preparo,horario_pico,pedidos_hora_loja,tempo_preparo_min,tempo_entrega_min,distancia_km,quantidade,valor_unitario,valor_total,taxa_entrega,desconto,valor_final,forma_pagamento,status_pedido,regiao_entrega,cliente_gostou
321,2025-02-17,08:48,Monday,Pizza Mania,Pizzaria,Pizza Mussarela,Alta,Não,24,52,81.0,11.92,5,58.21,291.05,4.62,0.78,294.89,Cartão Crédito,Em Transporte,Zona Oeste,Sim
2847,2025-02-25,20:04,Tuesday,Café Aroma,Cafeteria,Café Expresso,Baixa,Sim,47,5,32.0,4.32,2,8.02,16.04,11.95,11.76,16.23,Pix,Entregue,Zona Leste,Sim
1287,2025-01-01,12:57,Wednesday,Café Aroma,Cafeteria,Café Expresso,Baixa,Sim,55,9,20.0,7.55,5,36.43,182.15,9.94,20.66,171.43,Cartão Débito,Em Transporte,Zona Norte,Não
5329,2025-06-07,22:46,Saturday,Churras Grill,Churrasco,Costela,Alta,Não,7,40,69.0,8.31,4,59.95,239.8,16.01,3.78,252.03,Dinheiro,Cancelado,Centro,Não
1027,2025-01-22,21:21,Wednesday,Café Aroma,Cafeteria,Cappuccino,Baixa,Sim,31,9,48.0,10.06,1,80.36,80.36,16.03,11.18,85.21,Cartão Crédito,Entregue,Zona Norte,Sim
4669,2025-02-20,08:49,Thursday,Mercado Fácil,Mercado,Feijão,Média,Não,12,26,58.0,1.71,3,59.84,179.52,3.56,5.02,178.06,Pix,Entregue,Zona Norte,Sim
4516,2025-04-30,23:44,Wednesday,Café Aroma,Cafeteria,Cappuccino,Baixa,Não,5,7,35.0,5.7,5,23.33,116.65,12.93,23.65,105.93,Vale Refeição,Em Transporte,Zona Sul,Sim
5228,2025-02-22,09:24,Saturday,Mercado Fácil,Mercado,Arroz,Média,Não,25,44,83.0,14.03,4,41.17,164.68,6.83,14.89,156.62,Cartão Crédito,Entregue,Zona Oeste,Sim
4266,2025-06-18,22:15,Wednesday,Burger House,Hamburgueria,X-Burger,Média,Não,11,42,72.0,14.24,2,31.35,62.7,6.85,4.87,64.68,Dinheiro,Em Transporte,Zona Oeste,Sim
7426,2025-02-20,18:18,Thursday,Doce Sabor,Sobremesas,Brownie,Baixa,Sim,47,13,29.0,10.3,4,48.54,194.16,14.35,21.27,187.24,Vale Refeição,Entregue,Zona Leste,Sim
2536,2025-04-08,21:18,Tuesday,Farmácia Vida,Farmácia,Shampoo,Baixa,Sim,53,25,51.0,4.19,5,82.01,410.05,13.66,2.52,421.19,Dinheiro,Entregue,Centro,Sim
9666,2025-03-30,08:53,Sunday,Café Aroma,Cafeteria,Café Expresso,Baixa,Não,19,5,19.0,13.54,4,50.14,200.56,17.98,23.4,195.14,Cartão Débito,Entregue,Zona Norte,Sim
6582,2025-02-26,14:47,Wednesday,Fit Green,Saudável,Sanduíche Natural,Média,Não,14,34,70.0,3.9,3,65.72,197.16,13.2,28.65,181.71,Pix,Cancelado,Zona Oeste,Sim
1998,2025-06-12,11:00,Thursday,Doce Sabor,Sobremesas,Brownie,Baixa,Sim,54,7,25.0,10.91,3,37.15,111.45,17.35,11.46,117.34,Cartão Débito,Cancelado,Zona Norte,Sim
5199,2025-03-18,19:02,Tuesday,Pizza Mania,Pizzaria,Pizza Calabresa,Alta,Sim,57,41,115.0,1.32,4,55.47,221.88,5.07,26.58,200.37,Pix,Em Transporte,Zona Oeste,Não
36,2025-03-21,20:25,Friday,Café Aroma,Cafeteria,Cappuccino,Baixa,Sim,75,11,23.0,9.41,5,64.63,323.15,2.04,23.17,302.02,pix ,Em Transporte,Centro,Não
1731,2025-02-25,11:34,Tuesday,Farmácia Vida,Farmácia,Sabonete,Baixa,Sim,35,16,38.0,12.88,1,78.23,78.23,3.24,1.54,79.93,Cartão Débito,Em Transporte,Zona Sul,Sim
3181,2025-04-06,16:14,Sunday,Mercado Fácil,Mercado,Macarrão,Média,Não,14,45,65.0,7.82,2,89.29,178.58,12.37,11.75,179.2,Dinheiro,Em Transporte,Zona Leste,Sim
6102,2025-01-17,17:41,Friday,Sushi Express,Japonesa,Sushi Combo,Alta,Não,21,61,93.0,3.87,4,35.74,142.96,19.92,20.36,142.52,Cartão Crédito,Entregue,Centro,Sim
1472,2025-03-03,15:04,Monday,Farmácia Vida,Farmácia,Sabonete,Baixa,Não,13,16,34.0,3.77,4,67.96,271.84,7.48,14.47,264.85,Cartão Débito,Entregue,Centro,Sim
5863,2025-06-25,18:32,Wednesday,Mercado Fácil,Mercado,Leite,Média,Sim,80,21,57.0,14.27,1,23.47,23.47,5.97,6.47,22.97,Cartão Débito,Cancelado,Centro,Não
9808,2025-04-13,15:54,Sunday,Mercado Fácil,Mercado,Feijão,Média,Não,9,30,45.0,11.6,1,79.58,79.58,12.1,18.23,73.45,Vale Refeição,Cancelado,Centro,Não
8738,2025-03-02,14:45,Sunday,Mercado Fácil,Mercado,Arroz,Média,Não,14,42,75.0,9.08,4,28.24,112.96,8.44,6.32,115.08,Vale Refeição,Entregue,Zona Sul,Não
1463,2025-01-01,18:00,Wednesday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Sim,40,45,57.0,13.48,5,62.48,312.4,11.04,19.37,304.07,Pix,Entregue,Zona Sul,Não
7388,2025-06-16,15:30,Monday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Não,18,48,87.0,12.87,3,8.75,26.25,8.91,14.88,20.28,Cartão Crédito,Entregue,Zona Leste,Não
1423,2025-04-24,08:13,Thursday,Fit Green,Saudável,Salada,Média,Não,22,31,42.0,5.26,2,39.03,78.06,12.29,5.08,85.27,Cartão Débito,Entregue,Centro,Sim
5165,2025-03-01,11:51,Saturday,Doce Sabor,Sobremesas,Pudim,Baixa,Sim,75,9,25.0,8.16,3,41.41,124.23,18.44,21.59,121.08,Cartão Crédito,Cancelado,Centro,Sim
8718,2025-01-04,19:08,Saturday,Pastel do Centro,Lanches,Caldo Cana,Baixa,Sim,45,8,19.0,3.69,2,83.01,166.02,13.09,24.52,154.59,Cartão Crédito,Em Transporte,Zona Norte,Sim
2056,2025-02-17,17:11,Monday,Farmácia Vida,Farmácia,Dipirona,Baixa,Não,17,18,37.0,7.48,4,30.8,123.2,8.26,8.24,123.22,Dinheiro,Entregue,Zona Norte,Sim
4931,2025-06-02,20:00,Monday,Burger House,Hamburgueria,Milk Shake,Média,Sim,38,40,55.0,8.03,3,11.64,34.92,13.71,3.73,44.9,Cartão Débito,Entregue,Zona Leste,Sim
1385,2025-06-03,10:09,Tuesday,Café Aroma,Cafeteria,Pão Queijo,Baixa,Não,9,17,27.0,7.53,1,8.36,8.36,5.95,19.57,-5.26,Vale Refeição,Entregue,Zona Oeste,Sim
8312,2025-03-11,13:24,Tuesday,Fit Green,Saudável,Salada,Média,Sim,65,42,70.0,2.36,2,26.46,52.92,16.06,15.94,53.04,Cartão Crédito,Cancelado,Zona Sul,Sim
7154,2025-01-02,18:27,Thursday,Churras Grill,Churrasco,Costela,Alta,Sim,60,61,126.0,1.98,4,88.98,355.92,15.44,12.41,358.95,Cartão Crédito,Cancelado,Zona Oeste,Sim
9803,2025-05-26,10:05,Monday,Sushi Express,Japonesa,Sushi Combo,Alta,Não,24,57,94.0,8.94,5,32.02,160.1,14.64,17.57,157.17,Cartão Débito,Entregue,Centro,Não
441,2025-02-16,13:47,Sunday,Doce Sabor,Sobremesas,Pudim,Baixa,Sim,62,13,41.0,13.89,5,25.42,127.1,0.08,23.01,104.17,Cartão Crédito,Cancelado,Centro,Sim
5523,2025-05-30,10:37,Friday,Doce Sabor,Sobremesas,Açaí,Baixa,Não,18,24,63.0,8.68,5,52.94,264.7,11.56,20.77,255.49,Pix,Cancelado,Centro,Sim
5395,2025-02-20,16:19,Thursday,Fit Green,Saudável,Wrap Frango,Média,Não,21,41,52.0,14.7,3,51.51,154.53,0.23,25.24,129.52,Vale Refeição,Em Transporte,Zona Oeste,Sim
1712,2025-05-01,16:45,Thursday,Pastel do Centro,Lanches,Pastel Queijo,Baixa,Não,7,9,,2.77,5,78.85,394.25,8.58,17.5,385.33,Cartão Crédito,Entregue,Zona Norte,Sim
5545,2025-02-19,20:34,Wednesday,Churras Grill,Churrasco,Churrasco Premium,Alta,Sim,77,53,105.0,9.67,1,50.34,50.34,17.91,22.36,45.89,Cartão Crédito,Em Transporte,Centro,Sim
1986,2025-03-20,12:17,Thursday,Burger House,Hamburgueria,Batata Frita,Média,Sim,55,37,66.0,11.44,4,47.62,190.48,7.92,11.35,187.05,Cartão Débito,Entregue,Zona Norte,Não
7069,2025-06-29,13:52,Sunday,Mercado Fácil,Mercado,Macarrão,Média,Sim,30,22,49.0,11.87,4,16.17,64.68,12.73,3.51,73.9,Cartão Crédito,Cancelado,Zona Norte,Sim
2395,2025-03-03,21:34,Monday,Sushi Express,Japonesa,Temaki,Alta,Sim,45,40,75.0,9.5,2,46.54,93.08,5.09,15.97,82.2,Cartão Débito,Cancelado,Zona Leste,Sim
4324,2025-04-08,13:14,Tuesday,Fit Green,Saudável,Sanduíche Natural,Média,Sim,55,42,74.0,3.55,5,39.55,197.75,8.93,27.04,179.64,Pix,Cancelado,Zona Sul,Sim
5040,2025-03-11,09:26,Tuesday,Pastel do Centro,Lanches,Caldo Cana,Baixa,Não,11,19,33.0,2.65,1,82.0,82.0,8.61,21.35,69.26,Cartão Débito,Em Transporte,Zona Norte,Sim
1653,2025-04-10,22:26,Thursday,Doce Sabor,Sobremesas,Sorvete,Baixa,Não,22,20,39.0,2.13,1,29.74,29.74,19.17,14.4,34.51,Dinheiro,Cancelado,Zona Sul,Sim
3328,2025-05-20,11:17,Tuesday,Burger House,Hamburgueria,Combo Burger,Média,Sim,37,24,63.0,9.68,3,46.32,138.96,9.01,1.75,146.22,Cartão Crédito,Cancelado,Zona Sul,Sim
1394,2025-05-01,09:58,Thursday,Pizza Mania,Pizzaria,Pizza Calabresa,Alta,Não,22,57,69.0,4.75,4,65.0,260.0,3.33,16.15,247.18,Vale Refeição,Entregue,Zona Sul,Sim
3941,2025-03-15,11:14,Saturday,Sushi Express,Japonesa,Temaki,Alta,Sim,72,45,121.0,3.21,5,38.56,192.8,2.54,5.37,189.97,Pix,Entregue,Zona Oeste,Não
383,2025-04-02,17:15,Wednesday,Doce Sabor,Sobremesas,Açaí,Baixa,Não,25,7,17.0,14.67,4,62.86,251.44,9.19,17.11,243.52,Vale Refeição,Entregue,Zona Leste,Sim
3170,2025-02-07,16:31,Friday,Pastel do Centro,Lanches,Pastel Queijo,Baixa,Não,19,18,28.0,1.98,2,88.36,176.72,13.61,15.07,175.26,Pix,Entregue,Zona Sul,Sim
4986,2025-06-30,11:48,Monday,Café Aroma,Cafeteria,Café Expresso,Baixa,Sim,34,13,26.0,3.35,1,14.45,14.45,14.67,27.75,1.37,Dinheiro,Em Transporte,Centro,Sim
5570,2025-02-16,19:26,Sunday,Doce Sabor,Sobremesas,Brownie,Baixa,Sim,74,17,29.0,4.76,3,80.55,241.65,2.54,7.92,236.27,Dinheiro,Em Transporte,Zona Oeste,Sim
4816,2025-03-20,17:31,Thursday,Pastel do Centro,Lanches,Pastel Carne,Baixa,Não,13,9,22.0,2.39,3,22.46,67.38,13.85,22.13,59.1,Dinheiro,Em Transporte,,Sim
4759,2025-06-21,17:13,Saturday,Sushi Express,Japonesa,Temaki,Alta,Não,18,60,90.0,13.73,4,31.16,124.64,13.14,19.72,118.06,Pix,Entregue,Zona Norte,Não
5852,2025-06-02,17:14,Monday,Fit Green,Saudável,Suco Verde,Média,Não,13,39,61.0,3.57,4,45.7,182.8,12.85,13.7,181.95,Vale Refeição,Entregue,Zona Norte,Sim
6969,2025-01-24,18:50,Friday,Fit Green,Saudável,Wrap Frango,Média,Sim,31,36,54.0,11.16,2,17.08,34.16,19.32,23.16,30.32,Cartão Crédito,Cancelado,Zona Norte,Sim
6978,2025-06-14,15:41,Saturday,Pizza Mania,Pizzaria,Pizza Mussarela,Alta,Não,24,48,76.0,12.41,5,23.73,118.65,3.99,14.39,108.25,Cartão Débito,Cancelado,Zona Norte,Não
8867,2025-02-24,16:47,Monday,Churras Grill,Churrasco,Espetinho,Alta,Não,23,53,82.0,14.4,5,29.29,146.45,10.28,8.13,148.6,Cartão Crédito,Cancelado,Centro,Não
9207,2025-01-24,16:32,Friday,Doce Sabor,Sobremesas,Sorvete,Baixa,Não,15,9,35.0,10.19,1,44.6,44.6,3.61,10.96,37.25,Dinheiro,Entregue,Zona Norte,Sim
503,2025-01-10,14:21,Friday,Pizza Mania,Pizzaria,Lasanha,Alta,Não,11,56,74.0,2.93,3,69.11,207.33,16.91,5.72,218.52,Dinheiro,Cancelado,Centro,Sim
701,2025-04-25,19:30,Friday,Pastel do Centro,Lanches,Pastel Queijo,Baixa,Sim,66,8,38.0,13.11,3,35.26,105.78,19.52,2.86,122.44,Vale Refeição,Em Transporte,Zona Norte,Sim
803,2025-05-18,18:06,Sunday,Churras Grill,Churrasco,Churrasco Premium,Alta,Sim,68,49,113.0,7.13,5,75.33,376.65,5.38,25.1,356.93,Dinheiro,Cancelado,Centro,Não
9834,2025-03-28,22:09,Friday,Farmácia Vida,Farmácia,Shampoo,Baixa,Não,17,7,34.0,4.68,4,18.74,74.96,5.82,14.29,66.49,Vale Refeição,Entregue,Zona Norte,Sim
6088,2025-05-19,10:34,Monday,Fit Green,Saudável,Wrap Frango,Média,Não,16,30,52.0,3.38,5,35.4,177.0,8.99,2.96,183.03,Pix,Cancelado,Zona Norte,Sim
5211,2025-02-16,11:53,Sunday,Café Aroma,Cafeteria,Pão Queijo,Baixa,Sim,56,23,,13.72,2,26.42,52.84,19.19,24.08,47.95,Cartão Débito,Entregue,Zona Norte,Sim
4077,2025-03-16,18:28,Sunday,Doce Sabor,Sobremesas,Açaí,Baixa,Sim,37,23,62.0,7.66,3,86.08,258.24,11.31,28.17,241.38,Vale Refeição,Em Transporte,Zona Leste,Sim
9301,2025-02-08,12:16,Saturday,Mercado Fácil,Mercado,Leite,Média,Sim,41,39,59.0,14.52,2,67.15,134.3,13.08,11.67,135.71,Vale Refeição,Cancelado,Zona Norte,Sim
6626,2025-06-07,15:45,Saturday,Fit Green,Saudável,Suco Verde,Média,Não,22,37,,5.02,4,87.05,348.2,1.34,0.05,349.49,Cartão Débito,Cancelado,Zona Norte,Sim
651,2025-04-21,12:40,Monday,Fit Green,Saudável,Salada,Média,Sim,31,25,39.0,10.35,2,22.0,44.0,10.93,14.28,40.65,Dinheiro,Cancelado,Zona Sul,Sim
8597,2025-04-23,22:09,Wednesday,Doce Sabor,Sobremesas,Açaí,Baixa,Não,12,12,39.0,1.91,3,15.29,45.87,19.41,7.89,57.39,Cartão Crédito,Entregue,Centro,Sim
3603,2025-06-05,21:01,Thursday,Burger House,Hamburgueria,Milk Shake,Média,Sim,53,28,51.0,5.68,5,9.97,49.85,10.12,19.3,40.67,Pix,Cancelado,Centro,Sim
4584,2025-04-24,20:45,Thursday,Fit Green,Saudável,Salada,Média,Sim,34,35,61.0,10.87,2,73.37,146.74,16.44,11.19,151.99,Cartão Débito,Em Transporte,Zona Sul,Sim
5159,2025-06-28,10:12,Saturday,Churras Grill,Churrasco,Costela,Alta,Não,5,67,107.0,11.99,5,50.37,251.85,9.95,29.51,232.29,Cartão Débito,Em Transporte,Zona Oeste,Não
3832,2025-05-08,19:02,Thursday,Churras Grill,Churrasco,Espetinho,Alta,Sim,67,56,108.0,14.68,2,89.91,179.82,19.25,3.37,195.7,,Entregue,Zona Oeste,Não
6696,2025-03-20,13:19,Thursday,Churras Grill,Churrasco,Marmita,Alta,Sim,35,39,50.0,11.99,3,53.04,159.12,10.71,25.86,143.97,Cartão Crédito,Cancelado,Zona Oeste,Não
2596,2025-01-11,23:41,Saturday,Farmácia Vida,Farmácia,Sabonete,Baixa,Não,9,17,28.0,6.79,2,46.06,92.12,10.12,12.55,89.69,Pix,Cancelado,Zona Norte,Sim
3636,2025-03-13,23:51,Thursday,Café Aroma,Cafeteria,Torta,Baixa,Não,24,11,32.0,11.39,2,58.91,117.82,6.72,11.69,112.85,Cartão Débito,Entregue,Zona Leste,Sim
9704,2025-04-27,15:58,Sunday,Farmácia Vida,Farmácia,Vitamina C,Baixa,Não,18,23,,11.2,2,70.89,141.78,17.98,3.08,156.68,Dinheiro,Entregue,Zona Oeste,Sim
6152,2025-03-04,17:08,Tuesday,Pizza Mania,Pizzaria,Lasanha,Alta,Não,5,51,66.0,12.05,3,58.56,175.68,4.5,21.95,158.23,Vale Refeição,Em Transporte,Zona Sul,Sim
4258,2025-06-05,15:51,Thursday,Churras Grill,Churrasco,Churrasco Premium,Alta,Não,10,49,64.0,12.48,2,66.37,132.74,8.79,0.74,140.79,Cartão Crédito,Cancelado,Zona Norte,Sim
4779,2025-05-30,19:06,Friday,Churras Grill,Churrasco,Churrasco Premium,Alta,Sim,40,65,98.0,11.79,1,77.21,77.21,14.23,14.49,76.95,Cartão Crédito,Em Transporte,Zona Norte,Não
8659,2025-03-12,21:40,Wednesday,Café Aroma,Cafeteria,Torta,Baixa,Sim,38,13,,13.97,5,62.18,310.9,4.22,19.44,295.68,Pix,Cancelado,Zona Leste,Sim
2409,2025-06-11,08:42,Wednesday,Fit Green,Saudável,Salada,Média,Não,21,20,30.0,10.23,3,59.76,179.28,13.89,27.01,166.16,Vale Refeição,Em Transporte,Zona Sul,Sim
269,2025-05-22,23:11,Thursday,Doce Sabor,Sobremesas,Sorvete,Baixa,Não,16,22,49.0,12.97,4,28.81,115.24,6.89,21.16,100.97,Pix,Em Transporte,Zona Norte,Sim
2125,2025-03-20,22:47,Thursday,Doce Sabor,Sobremesas,Pudim,Baixa,Não,15,9,49.0,11.6,1,13.79,13.79,14.98,28.44,0.33,Vale Refeição,Entregue,Centro,Sim
2819,2025-02-19,08:20,Wednesday,Sushi Express,Japonesa,Temaki,Alta,Não,23,65,103.0,10.13,3,45.45,136.35,15.54,12.98,138.91,Cartão Crédito,Em Transporte,Zona Leste,Não
1577,2025-04-12,19:51,Saturday,Sushi Express,Japonesa,Sushi Combo,Alta,Sim,35,69,96.0,13.22,4,14.58,58.32,19.54,15.77,62.09,Cartão Débito,Entregue,Centro,Sim
5149,2025-05-03,22:05,Saturday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Não,5,68,90.0,10.94,4,77.09,308.36,5.54,18.05,295.85,Pix,Entregue,Zona Oeste,Não
1536,2025-05-06,19:43,Tuesday,Doce Sabor,Sobremesas,Açaí,Baixa,Sim,55,15,54.0,6.96,4,58.31,233.24,5.2,13.24,225.2,Cartão Crédito,Cancelado,Zona Oeste,Sim
6205,2025-05-26,10:19,Monday,Café Aroma,Cafeteria,Pão Queijo,Baixa,Não,23,18,42.0,12.11,2,82.93,165.86,0.83,0.67,166.02,Vale Refeição,Entregue,Centro,Sim
6691,2025-02-23,08:56,Sunday,Café Aroma,Cafeteria,Pão Queijo,Baixa,Não,8,12,50.0,9.89,2,65.73,131.46,18.88,15.04,135.3,Pix,Em Transporte,Centro,Sim
6618,2025-02-20,22:26,Thursday,Fit Green,Saudável,Suco Verde,Média,Não,22,26,60.0,3.57,4,71.61,286.44,10.1,27.96,268.58,,Em Transporte,Zona Leste,Sim
5751,2025-04-30,11:19,Wednesday,Doce Sabor,Sobremesas,Brownie,Baixa,Sim,70,7,31.0,12.09,3,48.96,146.88,7.31,8.24,145.95,Vale Refeição,Em Transporte,Zona Sul,Sim
7020,2025-05-03,09:23,Saturday,Pastel do Centro,Lanches,Caldo Cana,Baixa,Não,18,21,31.0,13.86,4,40.36,161.44,0.81,24.45,137.8,Dinheiro,Cancelado,Zona Sul,Sim
7634,2025-01-26,18:22,Sunday,Churras Grill,Churrasco,Espetinho,Alta,Sim,41,54,65.0,1.92,4,70.98,283.92,3.96,19.07,268.81,Vale Refeição,Em Transporte,Zona Leste,Sim
7490,2025-03-20,09:20,Thursday,Pastel do Centro,Lanches,Pastel Queijo,Baixa,Não,24,7,22.0,1.77,3,67.55,202.65,10.1,2.33,210.42,Cartão Crédito,Cancelado,Zona Sul,Sim
7900,2025-02-14,15:30,Friday,Burger House,Hamburgueria,Batata Frita,Média,Não,14,41,58.0,3.78,2,74.2,148.4,0.86,9.75,139.51,Vale Refeição,Em Transporte,Zona Norte,Sim
3680,2025-01-27,13:04,Monday,Farmácia Vida,Farmácia,Dipirona,Baixa,Sim,58,22,42.0,5.35,4,86.95,347.8,17.69,6.16,359.33,Vale Refeição,Entregue,Zona Sul,Sim
5087,2025-01-24,16:20,Friday,Burger House,Hamburgueria,X-Burger,Média,Não,6,22,58.0,1.38,4,19.11,76.44,16.96,9.25,84.15,Pix,Entregue,Zona Leste,Não
39,2025-02-16,23:13,Sunday,Fit Green,Saudável,Suco Verde,Média,Não,16,45,63.0,3.67,3,30.93,92.79,17.6,16.67,93.72,Cartão Crédito,Em Transporte,Zona Leste,Sim
2139,2025-06-23,08:59,Monday,Fit Green,Saudável,Wrap Frango,Média,Não,13,20,54.0,6.64,5,33.45,167.25,1.36,3.74,164.87,Vale Refeição,Cancelado,Zona Leste,Sim
41,2025-04-01,22:17,Tuesday,Churras Grill,Churrasco,Costela,Alta,Não,14,51,68.0,3.68,1,67.15,67.15,14.86,28.53,53.48,Vale Refeição,Cancelado,Zona Oeste,Sim
4915,2025-03-27,11:25,Thursday,Sushi Express,Japonesa,Temaki,Alta,Sim,66,48,105.0,11.68,5,23.07,115.35,14.89,24.08,106.16,Vale Refeição,Em Transporte,Zona Sul,Sim
4148,2025-04-03,19:14,Thursday,Mercado Fácil,Mercado,Macarrão,Média,Sim,47,20,31.0,7.4,2,43.71,87.42,1.65,2.06,87.01,Cartão Débito,Entregue,Zona Oeste,Sim
6322,2025-04-05,22:49,Saturday,Pastel do Centro,Lanches,Coxinha,Baixa,Não,9,18,53.0,5.66,2,78.2,156.4,8.25,11.92,152.73,Vale Refeição,Entregue,Zona Sul,Sim
8610,2025-02-02,15:37,Sunday,Farmácia Vida,Farmácia,Dipirona,Baixa,Não,10,21,58.0,12.81,5,13.63,68.15,16.16,17.95,66.36,Vale Refeição,Em Transporte,Zona Sul,Sim
9272,2025-02-24,23:26,Monday,Mercado Fácil,Mercado,Feijão,Média,Não,17,32,70.0,7.65,1,74.68,74.68,19.03,0.29,93.42,Dinheiro,Entregue,Zona Sul,Sim
2704,2025-06-13,23:29,Friday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Não,17,44,76.0,13.34,1,55.7,55.7,14.69,9.85,60.54,Dinheiro,Cancelado,Centro,Não
5672,2025-04-09,10:06,Wednesday,Fit Green,Saudável,Suco Verde,Média,Não,11,36,54.0,14.48,3,79.46,238.38,3.78,24.23,217.93,Cartão Crédito,Em Transporte,Zona Oeste,Sim
88,2025-06-19,18:56,Thursday,Churras Grill,Churrasco,Espetinho,Alta,Sim,79,43,104.0,7.13,2,21.3,42.6,15.42,24.27,33.75,Vale Refeição,Cancelado,Zona Norte,Sim
5651,2025-02-20,11:11,Thursday,Sushi Express,Japonesa,Yakissoba,Alta,Sim,80,56,136.0,6.69,1,71.88,71.88,8.76,17.91,62.73,Vale Refeição,Em Transporte,Centro,Sim
1081,2025-04-16,09:20,Wednesday,Pastel do Centro,Lanches,Coxinha,Baixa,Não,18,13,28.0,7.2,1,75.26,75.26,6.29,25.96,55.59,Dinheiro,Entregue,Zona Oeste,Sim
7255,2025-03-15,12:59,Saturday,Pizza Mania,Pizzaria,Pizza Frango,Alta,Sim,47,51,64.0,7.86,4,38.0,152.0,4.93,9.19,147.74,Dinheiro,Entregue,Zona Norte,Não
3169,2025-03-03,19:46,Monday,Pastel do Centro,Lanches,Caldo Cana,Baixa,Sim,78,5,,2.37,3,76.74,230.22,19.35,19.41,230.16,Dinheiro,Entregue,Zona Leste,Sim
2753,2025-01-21,13:56,Tuesday,Burger House,Hamburgueria,X-Burger,Média,Sim,43,26,38.0,5.39,3,18.91,56.73,18.99,26.77,48.95,Vale Refeição,Cancelado,Zona Oeste,Sim
7445,2025-06-10,23:31,Tuesday,Doce Sabor,Sobremesas,Brownie,Baixa,Não,11,23,37.0,14.9,3,70.44,211.32,18.24,11.21,218.35,Cartão Crédito,Em Transporte,Zona Leste,Sim
9634,2025-05-08,14:02,Thursday,Churras Grill,Churrasco,Churrasco Premium,Alta,Não,15,55,82.0,6.55,2,87.93,175.86,17.9,0.65,193.11,Vale Refeição,Em Transporte,Zona Sul,Não
3886,2025-04-14,21:11,Monday,Sushi Express,Japonesa,Hot Roll,Alta,Sim,68,59,138.0,8.89,4,50.84,203.36,3.63,6.87,200.12,Pix,Em Transporte,Zona Sul,Sim
7086,2025-04-04,23:39,Friday,Churras Grill,Churrasco,Costela,Alta,Não,14,66,77.0,10.76,4,44.15,176.6,0.02,11.51,165.11,Cartão Crédito,Cancelado,Zona Norte,Não
1667,2025-02-18,16:08,Tuesday,Farmácia Vida,Farmácia,Sabonete,Baixa,Não,24,10,29.0,14.69,2,16.43,32.86,7.4,13.9,26.36,Pix,Em Transporte,Centro,Sim
7728,2025-05-29,22:48,Thursday,Café Aroma,Cafeteria,Pão Queijo,Baixa,Não,17,7,29.0,3.61,3,32.73,98.19,5.62,1.65,102.16,Cartão Débito,Cancelado,Zona Oeste,Sim
5695,2025-03-16,15:46,Sunday,Farmácia Vida,Farmácia,Sabonete,Baixa,Não,15,13,41.0,14.11,3,17.52,52.56,14.85,15.49,51.92,Vale Refeição,Em Transporte,Zona Leste,Sim
4581,2025-05-30,22:52,Friday,Pastel do Centro,Lanches,Coxinha,Baixa,Não,23,12,48.0,6.05,3,49.0,147.0,12.39,29.03,130.36,Cartão Crédito,Entregue,Zona Norte,Sim
2952,2025-06-30,20:12,Monday,Sushi Express,Japonesa,Yakissoba,Alta,Sim,43,61,87.0,5.4,1,85.54,85.54,18.21,18.48,85.27,Cartão Débito,Em Transporte,Zona Norte,Sim
4694,2025-03-18,13:00,Tuesday,Mercado Fácil,Mercado,Macarrão,Média,Sim,52,21,51.0,6.86,1,51.71,51.71,19.14,1.88,68.97,Pix,Em Transporte,Zona Leste,Sim
8430,2025-01-07,21:53,Tuesday,Pizza Mania,Pizzaria,Lasanha,Alta,Sim,74,53,130.0,12.6,4,67.87,271.48,14.56,5.94,280.1,Cartão Débito,Cancelado,Zona Sul,Não
3271,2025-06-17,21:14,Tuesday,Mercado Fácil,Mercado,Arroz,Média,Sim,38,27,53.0,5.12,1,24.06,24.06,18.0,9.6,32.46,Pix,Entregue,Zona Leste,Sim
2161,2025-01-10,23:49,Friday,Sushi Express,Japonesa,Temaki,Alta,Não,25,53,84.0,2.89,3,56.19,168.57,18.93,15.78,171.72,Vale Refeição,Cancelado,Zona Leste,Não
3889,2025-01-04,17:19,Saturday,Farmácia Vida,Farmácia,Shampoo,Baixa,Não,18,10,28.0,13.58,1,78.23,78.23,15.32,28.31,65.24,Vale Refeição,Entregue,Centro,Sim
5367,2025-01-01,20:00,Wednesday,Sushi Express,Japonesa,Temaki,Alta,Sim,64,70,126.0,12.43,5,22.53,112.65,3.79,5.07,111.37,Cartão Débito,Em Transporte,Zona Norte,Não
3938,2025-04-10,17:00,Thursday,Burger House,Hamburgueria,X-Burger,Média,Não,24,41,64.0,5.57,3,88.81,266.43,16.42,16.81,266.04,Pix,Cancelado,Zona Oeste,Sim
9841,2025-05-15,21:40,Thursday,Sushi Express,Japonesa,Sushi Combo,Alta,Sim,50,46,68.0,10.82,4,31.23,124.92,7.96,17.74,115.14,Pix,Cancelado,Centro,Sim
823,2025-01-07,22:04,Tuesday,Mercado Fácil,Mercado,Macarrão,Média,Não,12,39,65.0,6.74,3,53.66,160.98,19.28,1.7,178.56,Dinheiro,Entregue,Zona Oeste,Sim
